"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000111, 1, 0.000111, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
26.379045, 0.791397, 26.451371, 1, 0.072326, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
29.368956, 0.786729, 29.701983, 2, 0.333027, pca_whiten=''true'', svm_C='25.833879111337303', svm_gamma='2.5925190439316834'
29.774170, 0.724641, 30.159319, 3, 0.385149, pca_whiten=''true'', svm_C='28.47602111141865', svm_gamma='0.8905090834586253'
33.285938, 0.714759, 34.007079, 4, 0.721141, pca_whiten=''true'', svm_C='27.062022196808144', svm_gamma='0.1256736561715909'
33.921183, 0.706135, 34.710459, 5, 0.789276, pca_whiten=''true'', svm_C='35.037927319385716', svm_gamma='0.546464352843225'
38.199807, 0.697883, 39.267838, 6, 1.068030, pca_whiten=''true'', svm_C='84.89723390482571', svm_gamma='0.24219074400875606'
59.964491, 0.696655, 62.780899, 7, 2.816408, pca_whiten=''true'', svm_C='91.021109633218', svm_gamma='0.2912652146237796'
76.696383, 0.696367, 80.943710, 8, 4.247328, pca_whiten=''false'', svm_C='41.565284104077236', svm_gamma='0.32797717105667196'
83.058177, 0.693376, 87.984723, 9, 4.926547, pca_whiten=''true'', svm_C='40.870839242970575', svm_gamma='0.3394021598021757'
84.914601, 0.692364, 90.062080, 10, 5.147479, pca_whiten=''true'', svm_C='22.694627167781825', svm_gamma='0.5139569965737013'
