"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000055, 1, 0.000055, pca_whiten=''true''
0.973173, 6.873807, 1.058549, 1, 0.085375, pca_whiten=''true''
