"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000106, 1, 0.000106, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
29.786078, 0.900539, 29.858643, 1, 0.072564, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
40.243584, 0.882257, 40.599924, 2, 0.356340, pca_whiten=''true'', svm_C='28.47602111141865', svm_gamma='0.8905090834586253'
46.850329, 0.726629, 47.399485, 3, 0.549156, pca_whiten=''false'', svm_C='13.125856607977637', svm_gamma='0.13372063084608543'
61.775681, 0.699475, 62.769473, 4, 0.993792, pca_whiten=''false'', svm_C='62.50814177672008', svm_gamma='0.028977341676197955'
77.927682, 0.687796, 79.365097, 5, 1.437415, pca_whiten=''true'', svm_C='49.756217706260564', svm_gamma='0.03505810769967766'
80.329607, 0.683426, 81.834835, 6, 1.505229, pca_whiten=''false'', svm_C='34.79919676283667', svm_gamma='0.02789671978652806'
145.745853, 0.681161, 148.923718, 7, 3.177864, pca_whiten=''true'', svm_C='1.247020441892029', svm_gamma='0.062095883768791854'
159.284800, 0.679903, 162.886136, 8, 3.601336, pca_whiten=''true'', svm_C='42.41431326889638', svm_gamma='0.02789671978652806'
212.274401, 0.674634, 217.686464, 9, 5.412063, pca_whiten=''true'', svm_C='7.24282086008111', svm_gamma='0.03698077559934359'
274.514767, 0.674337, 281.787738, 10, 7.272972, pca_whiten=''true'', svm_C='22.962565423128634', svm_gamma='0.04113507915870673'
