"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000113, 1, 0.000113, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
53.994361, 0.788253, 54.081561, 1, 0.087201, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
67.353453, 0.726240, 67.862406, 2, 0.508953, pca_whiten=''true'', svm_C='28.47602111141865', svm_gamma='0.8905090834586253'
73.175592, 0.723608, 73.937006, 3, 0.761414, pca_whiten=''false'', svm_C='56.64875278433076', svm_gamma='0.5793081895462031'
83.840920, 0.714895, 85.083965, 4, 1.243045, pca_whiten=''false'', svm_C='28.507721203323374', svm_gamma='0.765385618575075'
86.260690, 0.707625, 87.693314, 5, 1.432624, pca_whiten=''false'', svm_C='58.29643264458214', svm_gamma='0.21168615903148083'
88.770745, 0.699794, 90.320598, 6, 1.549853, pca_whiten=''false'', svm_C='60.11440556900991', svm_gamma='0.2558829789520513'
150.281872, 0.698691, 154.794716, 7, 4.512845, pca_whiten=''true'', svm_C='47.79233416757086', svm_gamma='0.3839755998536368'
156.897378, 0.696367, 161.786798, 8, 4.889420, pca_whiten=''false'', svm_C='30.221525878482968', svm_gamma='0.3002484538432688'
174.379375, 0.692138, 180.197909, 9, 5.818535, pca_whiten=''false'', svm_C='33.29002417688701', svm_gamma='0.3862446600664532'
186.784783, 0.692043, 193.165018, 10, 6.380235, pca_whiten=''false'', svm_C='31.9171650203504', svm_gamma='0.3851126860922729'
