"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000139, 1, 0.000139, isomap_n_components='2', isomap_n_neighbors='5', rf_max_features='0.5', rf_n_estimators='10'
1.216280, 5.635024, 1.239918, 1, 0.023638, isomap_n_components='2', isomap_n_neighbors='5', rf_max_features='0.5', rf_n_estimators='10'
3.151707, 2.087535, 3.218324, 2, 0.066617, isomap_n_components='2', isomap_n_neighbors='7', rf_max_features='0.7705914184339647', rf_n_estimators='220'
4.425701, 1.908038, 4.537171, 3, 0.111470, isomap_n_components='4', isomap_n_neighbors='5', rf_max_features='0.42825496760388254', rf_n_estimators='109'
14.070030, 1.824045, 14.678001, 4, 0.607971, isomap_n_components='3', isomap_n_neighbors='5', rf_max_features='0.5183552375890672', rf_n_estimators='108'
28.895852, 1.689672, 30.264462, 5, 1.368609, isomap_n_components='4', isomap_n_neighbors='6', rf_max_features='0.3908563055255074', rf_n_estimators='252'
32.413311, 1.658948, 33.988755, 6, 1.575444, isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.6343316352444657', rf_n_estimators='296'
50.760927, 1.652758, 53.038744, 7, 2.277817, isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.5477701363913843', rf_n_estimators='293'
53.083748, 1.611120, 55.382202, 8, 2.298454, isomap_n_components='3', isomap_n_neighbors='4', rf_max_features='0.47231139650636034', rf_n_estimators='267'
105.184665, 1.554497, 109.913724, 9, 4.729059, isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.33662207513315284', rf_n_estimators='297'
181.909738, 1.518989, 190.036359, 10, 8.126621, isomap_n_components='3', isomap_n_neighbors='6', rf_max_features='0.3993210930389767', rf_n_estimators='215'
206.910969, 1.442917, 216.590979, 11, 9.680009, isomap_n_components='3', isomap_n_neighbors='6', rf_max_features='0.6310577157808223', rf_n_estimators='265'
