"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000057, 1, 0.000057, haralick_distance='1'
100000.098636, 2147483647.000000, 100000.100700, 1, 0.002064, haralick_distance='1'
