"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000096, 1, 0.000096, haralick_distance='1', pca_whiten=''true''
100000.097723, 2147483647.000000, 100000.103922, 1, 0.006200, haralick_distance='1', pca_whiten=''true''
