"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000083, 1, 0.000083, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
0.529525, 0.793229, 0.557603, 1, 0.028079, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
7.521091, 0.788266, 7.951344, 2, 0.430254, pca_whiten=''true'', svm_C='74.03895323452416', svm_gamma='1.9822428937900223'
9.322751, 0.759802, 9.873273, 3, 0.550522, pca_whiten=''false'', svm_C='2.788797583803354', svm_gamma='1.639658651785277'
15.303342, 0.754468, 16.247808, 4, 0.944466, pca_whiten=''false'', svm_C='51.45094936151152', svm_gamma='0.9307975052453709'
16.586288, 0.727657, 17.613736, 5, 1.027448, pca_whiten=''false'', svm_C='12.905715927694615', svm_gamma='1.2558406634249266'
19.620544, 0.703411, 20.886366, 6, 1.265822, pca_whiten=''false'', svm_C='72.58424334271244', svm_gamma='0.27808064666612087'
25.977919, 0.700061, 27.728794, 7, 1.750875, pca_whiten=''true'', svm_C='72.04308182870105', svm_gamma='0.27520325388638756'
31.965836, 0.699912, 34.207265, 8, 2.241430, pca_whiten=''true'', svm_C='88.59461560888289', svm_gamma='0.19923164843778401'
50.460556, 0.697938, 54.177133, 9, 3.716577, pca_whiten=''false'', svm_C='81.51086507397815', svm_gamma='0.1606979648099116'
54.274000, 0.696758, 58.283414, 10, 4.009414, pca_whiten=''true'', svm_C='61.50825066918595', svm_gamma='0.28741823713421893'
57.656902, 0.696065, 61.938859, 11, 4.281957, pca_whiten=''true'', svm_C='45.137677665247615', svm_gamma='0.26056838725467707'
74.748589, 0.692670, 80.451476, 12, 5.702887, pca_whiten=''true'', svm_C='31.487241515899868', svm_gamma='0.28466803364881765'
