"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000215, 1, 0.000215, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='1', pca_whiten=''true'', rf_max_features='0.5', rf_n_estimators='10'
27.673826, 0.923394, 27.691725, 1, 0.017898, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='1', pca_whiten=''true'', rf_max_features='0.5', rf_n_estimators='10'
55.469565, 0.708816, 55.556418, 2, 0.086853, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='3', pca_whiten=''false'', rf_max_features='0.7354015303010129', rf_n_estimators='186'
81.540600, 0.257082, 81.706040, 3, 0.165440, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''SVM'', pca_whiten=''false'', svm_C='54.10582404072731', svm_gamma='5.627505745726167'
243.945034, 0.250228, 244.344686, 4, 0.399652, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''RF'', pca_whiten=''true'', rf_max_features='0.5249461832010445', rf_n_estimators='134'
274.547799, 0.227199, 275.160156, 5, 0.612357, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''SVM'', pca_whiten=''false'', svm_C='70.21796237687262', svm_gamma='0.09655214888333256'
311.135865, 0.159642, 312.159984, 6, 1.024119, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''RF'', pca_whiten=''false'', rf_max_features='0.3565188866650705', rf_n_estimators='266'
512.029866, 0.148021, 513.870004, 7, 1.840138, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='3', isomap_n_neighbors='5', rf_max_features='0.32702323361485325', rf_n_estimators='237'
598.227848, 0.142944, 600.358235, 8, 2.130387, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='3', isomap_n_neighbors='4', rf_max_features='0.34621049621446076', rf_n_estimators='273'
718.522031, 0.131481, 721.254883, 9, 2.732853, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='4', isomap_n_neighbors='4', rf_max_features='0.49110854649183244', rf_n_estimators='31'
