"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000076, 1, 0.000076, svm_C='0.1', svm_gamma='4.005'
1.254900, 1.056758, 1.269581, 1, 0.014682, svm_C='0.1', svm_gamma='4.005'
2.456735, 1.023869, 2.500290, 2, 0.043556, svm_C='100.0', svm_gamma='2.0075'
6.132420, 1.022861, 6.242601, 3, 0.110182, svm_C='75.025', svm_gamma='6.0024999999999995'
8.421196, 1.013475, 8.579914, 4, 0.158718, svm_C='50.050000000000004', svm_gamma='0.01'
14.336960, 1.003963, 14.639440, 5, 0.302480, svm_C='75.025', svm_gamma='0.01'
16.646482, 1.001897, 17.001628, 6, 0.355145, svm_C='25.075000000000003', svm_gamma='0.01'
