"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000058, 1, 0.000058, haralick_distance='1'
100000.099556, 2147483647.000000, 100000.101814, 1, 0.002258, haralick_distance='1'
