"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000026, 1, 0.000026, 
0.248783, 7.845086, 0.263757, 1, 0.014973, 
