"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000060, 1, 0.000060, haralick_distance='1'
100000.099706, 2147483647.000000, 100000.101815, 1, 0.002109, haralick_distance='1'
