"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000072, 1, 0.000072, svm_C='0.1', svm_gamma='4.005'
2.360283, 0.536659, 2.386575, 1, 0.026293, svm_C='0.1', svm_gamma='4.005'
4.740680, 0.514351, 4.822128, 2, 0.081449, svm_C='100.0', svm_gamma='2.0075'
9.695472, 0.468748, 10.032423, 3, 0.336952, svm_C='0.1', svm_gamma='0.01'
17.736549, 0.467110, 18.205130, 4, 0.468581, svm_C='50.050000000000004', svm_gamma='0.01'
50.121252, 0.460919, 51.228466, 5, 1.107213, svm_C='75.025', svm_gamma='0.01'
