"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000137, 1, 0.000137, isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
5.191808, 0.685668, 5.274368, 1, 0.082560, isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
11.150526, 0.671248, 11.489990, 2, 0.339463, isomap_n_components='4', isomap_n_neighbors='5', svm_C='25.725342527255737', svm_gamma='2.7907769724696707'
51.519507, 0.637240, 54.307054, 3, 2.787547, isomap_n_components='4', isomap_n_neighbors='7', svm_C='0.5494961010400925', svm_gamma='1.8262365266084444'
382.951096, 0.629974, 404.380180, 4, 21.429084, isomap_n_components='4', isomap_n_neighbors='6', svm_C='73.12027381084562', svm_gamma='0.026369169759496006'
423.573296, 0.629712, 446.776381, 5, 23.203084, isomap_n_components='2', isomap_n_neighbors='7', svm_C='86.87351583367193', svm_gamma='0.026369169759496006'
444.323960, 0.625784, 469.209291, 6, 24.885332, isomap_n_components='4', isomap_n_neighbors='7', svm_C='91.96388547548533', svm_gamma='0.026369169759496006'
549.187697, 0.621540, 580.206874, 7, 31.019176, isomap_n_components='4', isomap_n_neighbors='7', svm_C='88.5121242125392', svm_gamma='0.026369169759496006'
567.365919, 0.620999, 599.638938, 8, 32.273019, isomap_n_components='4', isomap_n_neighbors='7', svm_C='99.80370940531564', svm_gamma='0.026369169759496006'
610.973088, 0.617372, 646.063437, 9, 35.090349, isomap_n_components='4', isomap_n_neighbors='7', svm_C='73.12027381084562', svm_gamma='0.026369169759496006'
695.326786, 0.615312, 735.201025, 10, 39.874239, isomap_n_components='4', isomap_n_neighbors='7', svm_C='44.15441889843358', svm_gamma='0.026369169759496006'
768.235750, 0.610579, 812.666286, 11, 44.430536, isomap_n_components='4', isomap_n_neighbors='7', svm_C='26.073028899748493', svm_gamma='0.026369169759496006'
855.289778, 0.608522, 904.924165, 12, 49.634387, isomap_n_components='4', isomap_n_neighbors='7', svm_C='13.899711391217224', svm_gamma='0.03180434011321151'
907.725295, 0.608193, 960.695691, 13, 52.970396, isomap_n_components='4', isomap_n_neighbors='7', svm_C='25.967394070848293', svm_gamma='0.023308570747638927'
912.003972, 0.606593, 965.216121, 14, 53.212150, isomap_n_components='4', isomap_n_neighbors='6', svm_C='15.511918418711618', svm_gamma='0.01836442582083246'
935.343405, 0.606227, 990.026312, 15, 54.682907, isomap_n_components='4', isomap_n_neighbors='7', svm_C='10.689861677205684', svm_gamma='0.026369169759496006'
