"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000080, 1, 0.000080, svm_C='0.1', svm_gamma='4.005'
1.756123, 0.528718, 1.777234, 1, 0.021111, svm_C='0.1', svm_gamma='4.005'
3.376266, 0.515008, 3.432578, 2, 0.056312, svm_C='100.0', svm_gamma='2.0075'
14.628488, 0.513183, 14.909724, 3, 0.281236, svm_C='50.050000000000004', svm_gamma='2.0075'
