"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000133, 1, 0.000133, haralick_distance='1', isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
52.459392, 0.448474, 52.513910, 1, 0.054518, haralick_distance='1', isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
103.704798, 0.436732, 103.868796, 2, 0.163998, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='7', svm_C='72.54534814538891', svm_gamma='4.489288587472055'
207.856997, 0.421763, 208.192334, 3, 0.335337, haralick_distance='1', isomap_n_components='3', isomap_n_neighbors='4', svm_C='60.41725723603728', svm_gamma='4.023397704614242'
399.146300, 0.408952, 399.751827, 4, 0.605526, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='5', svm_C='90.54227226407072', svm_gamma='3.6001724529254275'
460.981845, 0.368837, 461.678303, 5, 0.696458, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='6', svm_C='27.77333326847623', svm_gamma='1.3375897829228132'
616.326671, 0.363713, 617.296060, 6, 0.969389, haralick_distance='1', isomap_n_components='3', isomap_n_neighbors='6', svm_C='52.88159488154239', svm_gamma='0.9252189650952016'
868.406940, 0.362198, 869.840859, 7, 1.433919, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='6', svm_C='33.94083184221295', svm_gamma='0.7550045731102986'
1118.338411, 0.360230, 1120.132160, 8, 1.793750, haralick_distance='1', isomap_n_components='3', isomap_n_neighbors='6', svm_C='31.743500553556903', svm_gamma='0.9823009749979765'
2240.899099, 0.358472, 2244.685015, 9, 3.785916, haralick_distance='1', isomap_n_components='3', isomap_n_neighbors='6', svm_C='35.34646003988594', svm_gamma='0.9823009749979765'
2740.237798, 0.357704, 2744.813676, 10, 4.575877, haralick_distance='1', isomap_n_components='3', isomap_n_neighbors='6', svm_C='45.165427933333', svm_gamma='0.9252189650952016'
