"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000120, 1, 0.000120, isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
0.741041, 0.374557, 0.756680, 1, 0.015638, isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
1.598169, 0.371240, 1.653724, 2, 0.055555, isomap_n_components='2', isomap_n_neighbors='7', svm_C='94.12416540310615', svm_gamma='5.804177494310886'
2.348477, 0.361922, 2.420881, 3, 0.072404, isomap_n_components='4', isomap_n_neighbors='5', svm_C='25.725342527255737', svm_gamma='2.7907769724696707'
7.502805, 0.356703, 7.862825, 4, 0.360020, isomap_n_components='2', isomap_n_neighbors='3', svm_C='5.204598881547159', svm_gamma='0.32439856657700533'
9.061522, 0.348390, 9.495763, 5, 0.434242, isomap_n_components='4', isomap_n_neighbors='3', svm_C='14.281082604187544', svm_gamma='2.092069934230994'
15.865450, 0.342362, 16.708847, 6, 0.843398, isomap_n_components='4', isomap_n_neighbors='6', svm_C='18.253089843996378', svm_gamma='6.675583330720798'
19.671847, 0.329056, 20.756009, 7, 1.084162, isomap_n_components='4', isomap_n_neighbors='6', svm_C='18.253089843996378', svm_gamma='3.6842648057030267'
24.423344, 0.327658, 25.738461, 8, 1.315117, isomap_n_components='4', isomap_n_neighbors='6', svm_C='13.3491973845365', svm_gamma='4.457422378803741'
26.019469, 0.327490, 27.413789, 9, 1.394320, isomap_n_components='4', isomap_n_neighbors='6', svm_C='14.12169562176062', svm_gamma='3.4712071621234073'
30.681148, 0.324627, 32.320873, 10, 1.639725, isomap_n_components='4', isomap_n_neighbors='6', svm_C='12.532867520743418', svm_gamma='3.515024280069668'
35.346809, 0.317319, 37.260925, 11, 1.914116, isomap_n_components='4', isomap_n_neighbors='6', svm_C='6.541976750733945', svm_gamma='7.890329908888504'
58.297032, 0.306834, 61.510497, 12, 3.213465, isomap_n_components='4', isomap_n_neighbors='6', svm_C='2.428174667333198', svm_gamma='7.73352562393427'
59.789993, 0.304878, 63.086619, 13, 3.296626, isomap_n_components='4', isomap_n_neighbors='6', svm_C='1.522650442338767', svm_gamma='7.801832197990085'
