"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000103, 1, 0.000103, haralick_distance='1', pca_whiten=''true''
100000.052127, 2147483647.000000, 100000.057701, 1, 0.005574, haralick_distance='1', pca_whiten=''true''
