"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000027, 1, 0.000027, 
0.296002, 9.602235, 0.313501, 1, 0.017499, 
