"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000062, 1, 0.000062, haralick_distance='1'
100000.099991, 2147483647.000000, 100000.102507, 1, 0.002516, haralick_distance='1'
