"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000136, 1, 0.000136, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
2.205626, 0.319757, 2.286530, 1, 0.080904, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
4.630855, 0.314483, 4.850719, 2, 0.219864, pca_whiten=''true'', svm_C='65.31224049555269', svm_gamma='4.667651857354299'
10.808131, 0.309254, 11.297359, 3, 0.489229, pca_whiten=''true'', svm_C='78.990011851405', svm_gamma='6.602930247746782'
41.725269, 0.308314, 43.658117, 4, 1.932847, pca_whiten=''true'', svm_C='80.99185357761581', svm_gamma='7.229458698993238'
43.981817, 0.307695, 45.992548, 5, 2.010732, pca_whiten=''false'', svm_C='41.211025438337806', svm_gamma='6.735617243335283'
89.278313, 0.307296, 93.654627, 6, 4.376314, pca_whiten=''true'', svm_C='41.369326647644556', svm_gamma='6.768031156386202'
193.986960, 0.307127, 203.829781, 7, 9.842821, pca_whiten=''true'', svm_C='85.66592029545707', svm_gamma='0.08613856870701457'
301.126899, 0.306799, 316.931252, 8, 15.804353, pca_whiten=''true'', svm_C='96.00451259181835', svm_gamma='0.0411249821643943'
383.388915, 0.305334, 404.279530, 9, 20.890615, pca_whiten=''false'', svm_C='96.00451259181835', svm_gamma='0.0411249821643943'
