"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000180, 1, 0.000180, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='1', pca_whiten=''true'', rf_max_features='0.5', rf_n_estimators='10'
27.557497, 0.848054, 27.575983, 1, 0.018486, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='1', pca_whiten=''true'', rf_max_features='0.5', rf_n_estimators='10'
56.529511, 0.707424, 56.617270, 2, 0.087758, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='3', pca_whiten=''false'', rf_max_features='0.7354015303010129', rf_n_estimators='186'
57.582070, 0.252683, 57.686199, 3, 0.104129, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''SVM'', pca_whiten=''false'', svm_C='54.10582404072731', svm_gamma='5.627505745726167'
60.356987, 0.246553, 60.636723, 4, 0.279736, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''RF'', pca_whiten=''true'', rf_max_features='0.5249461832010445', rf_n_estimators='134'
90.714659, 0.241410, 91.299562, 5, 0.584903, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''SVM'', pca_whiten=''false'', svm_C='13.532609409503097', svm_gamma='2.3627706410611276'
92.121752, 0.240979, 92.810651, 6, 0.688898, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''RF'', pca_whiten=''false'', rf_max_features='0.35798309167932646', rf_n_estimators='135'
126.600558, 0.172668, 127.599157, 7, 0.998599, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='2', isomap_n_neighbors='3', rf_max_features='0.6791499292239576', rf_n_estimators='220'
194.719422, 0.139835, 196.443368, 8, 1.723947, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='4', isomap_n_neighbors='5', rf_max_features='0.6649961013050683', rf_n_estimators='193'
368.930887, 0.136144, 371.429186, 9, 2.498299, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='4', isomap_n_neighbors='4', rf_max_features='0.6690381304097808', rf_n_estimators='190'
934.060844, 0.136047, 940.696330, 10, 6.635486, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='4', isomap_n_neighbors='5', rf_max_features='0.3814753622839221', rf_n_estimators='214'
1716.527703, 0.133218, 1730.154395, 11, 13.626693, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='4', isomap_n_neighbors='4', rf_max_features='0.6313024346411937', rf_n_estimators='151'
2139.935764, 0.130748, 2160.368582, 12, 20.432818, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='4', isomap_n_neighbors='4', rf_max_features='0.5730240452114166', rf_n_estimators='92'
