"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000126, 1, 0.000126, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
0.499491, 0.534997, 0.581810, 1, 0.082319, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
0.766314, 0.524208, 1.000371, 2, 0.234057, pca_whiten=''true'', svm_C='65.31224049555269', svm_gamma='4.667651857354299'
9.003783, 0.509511, 12.174196, 3, 3.170413, pca_whiten=''false'', svm_C='62.50814177672008', svm_gamma='0.028977341676197955'
13.612866, 0.507333, 18.464253, 4, 4.851387, pca_whiten=''false'', svm_C='91.07673318077912', svm_gamma='0.3002484538432688'
15.551748, 0.506753, 21.010817, 5, 5.459069, pca_whiten=''false'', svm_C='50.88401939750183', svm_gamma='0.30413300977843366'
16.279325, 0.485235, 21.953740, 6, 5.674415, pca_whiten=''true'', svm_C='63.93186408945081', svm_gamma='0.1857173899932526'
16.866757, 0.471539, 22.805667, 7, 5.938910, pca_whiten=''true'', svm_C='61.8933289076007', svm_gamma='0.12050978901649331'
22.080859, 0.466663, 29.923562, 8, 7.842703, pca_whiten=''true'', svm_C='93.63870896646985', svm_gamma='0.06826689308416607'
26.526708, 0.462697, 35.721964, 9, 9.195256, pca_whiten=''true'', svm_C='96.26682616204211', svm_gamma='0.09163204284926439'
50.838434, 0.460274, 68.898367, 10, 18.059933, pca_whiten=''true'', svm_C='77.01827386556472', svm_gamma='0.09794939307548373'
