"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000075, 1, 0.000075, pca_whiten=''true''
3.012117, 5.107136, 3.104891, 1, 0.092773, pca_whiten=''true''
4.697765, 4.811071, 5.042889, 2, 0.345124, pca_whiten=''false''
