"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000059, 1, 0.000059, svm_C='0.1', svm_gamma='4.005'
0.909777, 0.329062, 0.925559, 1, 0.015782, svm_C='0.1', svm_gamma='4.005'
1.723335, 0.312116, 1.785986, 2, 0.062651, svm_C='100.0', svm_gamma='2.0075'
2.543339, 0.311999, 2.622329, 3, 0.078990, svm_C='75.025', svm_gamma='4.005'
4.290589, 0.310908, 4.419737, 4, 0.129148, svm_C='75.025', svm_gamma='6.0024999999999995'
5.114994, 0.308908, 5.279837, 5, 0.164843, svm_C='100.0', svm_gamma='6.0024999999999995'
6.605037, 0.307767, 6.822037, 6, 0.217000, svm_C='50.050000000000004', svm_gamma='6.0024999999999995'
