"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000068, 1, 0.000068, haralick_distance='1', pca_whiten=''true''
39.680102, 16.786431, 39.690843, 1, 0.010741, haralick_distance='1', pca_whiten=''true''
