"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000056, 1, 0.000056, pca_whiten=''true''
1.033248, 13.189455, 1.097157, 1, 0.063909, pca_whiten=''true''
