"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000069, 1, 0.000069, rf_max_features='0.5', rf_n_estimators='81'
3.746029, 0.810482, 3.762171, 1, 0.016142, rf_max_features='0.5', rf_n_estimators='81'
