"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000216, 1, 0.000216, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='1', pca_whiten=''true'', rf_max_features='0.5', rf_n_estimators='10'
24.426476, 0.744550, 24.444855, 1, 0.018379, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='1', pca_whiten=''true'', rf_max_features='0.5', rf_n_estimators='10'
49.252061, 0.620741, 49.341662, 2, 0.089602, dimensionality_reduction=''PCA'', feature_extraction=''haralick'', learning_algorithm=''RF'', haralick_distance='3', pca_whiten=''false'', rf_max_features='0.7354015303010129', rf_n_estimators='186'
49.772454, 0.254722, 49.890278, 3, 0.117825, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''SVM'', pca_whiten=''false'', svm_C='54.10582404072731', svm_gamma='5.627505745726167'
51.858871, 0.247919, 52.156804, 4, 0.297933, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''RF'', pca_whiten=''true'', rf_max_features='0.5249461832010445', rf_n_estimators='134'
78.499606, 0.240484, 79.031007, 5, 0.531401, dimensionality_reduction=''PCA'', feature_extraction=''VGG'', learning_algorithm=''SVM'', pca_whiten=''false'', svm_C='70.21796237687262', svm_gamma='0.09655214888333256'
82.247438, 0.158331, 83.025211, 6, 0.777773, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='4', isomap_n_neighbors='3', rf_max_features='0.48667578266601397', rf_n_estimators='23'
109.569432, 0.139960, 110.569892, 7, 1.000459, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.5770691290387281', rf_n_estimators='278'
707.660218, 0.138608, 713.011211, 8, 5.350992, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.7443829122254796', rf_n_estimators='60'
1391.125891, 0.138350, 1400.506617, 9, 9.380725, dimensionality_reduction=''ISOMAP'', feature_extraction=''VGG'', learning_algorithm=''RF'', isomap_n_components='3', isomap_n_neighbors='5', rf_max_features='0.33164939366102864', rf_n_estimators='30'
