"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000116, 1, 0.000116, isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
0.743463, 0.375956, 0.758887, 1, 0.015424, isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
1.591886, 0.370419, 1.649390, 2, 0.057504, isomap_n_components='2', isomap_n_neighbors='7', svm_C='94.12416540310615', svm_gamma='5.804177494310886'
2.354994, 0.350008, 2.428505, 3, 0.073511, isomap_n_components='4', isomap_n_neighbors='5', svm_C='25.725342527255737', svm_gamma='2.7907769724696707'
8.927269, 0.347620, 9.370147, 4, 0.442878, isomap_n_components='4', isomap_n_neighbors='3', svm_C='14.281082604187544', svm_gamma='2.092069934230994'
15.821281, 0.342224, 16.590118, 5, 0.768836, isomap_n_components='4', isomap_n_neighbors='6', svm_C='18.253089843996378', svm_gamma='6.675583330720798'
16.593711, 0.329846, 17.446645, 6, 0.852934, isomap_n_components='4', isomap_n_neighbors='6', svm_C='16.402530478025096', svm_gamma='3.606271067940275'
20.444319, 0.329717, 21.473308, 7, 1.028989, isomap_n_components='4', isomap_n_neighbors='7', svm_C='4.276488422228812', svm_gamma='1.9701559174126142'
22.785687, 0.322217, 23.964885, 8, 1.179198, isomap_n_components='4', isomap_n_neighbors='6', svm_C='9.115039467245929', svm_gamma='3.4129839945151836'
29.044258, 0.319303, 30.600013, 9, 1.555755, isomap_n_components='4', isomap_n_neighbors='6', svm_C='6.008350417468754', svm_gamma='3.3049325914956817'
41.290741, 0.306363, 43.542630, 10, 2.251889, isomap_n_components='4', isomap_n_neighbors='6', svm_C='0.7970495020596686', svm_gamma='7.682876664271286'
47.366605, 0.304546, 49.950627, 11, 2.584022, isomap_n_components='4', isomap_n_neighbors='6', svm_C='0.5129557995114754', svm_gamma='7.606963244074643'
71.516084, 0.304371, 75.504418, 12, 3.988334, isomap_n_components='4', isomap_n_neighbors='6', svm_C='0.5129557995114754', svm_gamma='7.820932740660317'
