"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000056, 1, 0.000056, pca_whiten=''true''
0.714494, 20.861486, 0.800158, 1, 0.085664, pca_whiten=''true''
