"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000039, 1, 0.000039, 
0.506718, 3.922873, 0.566950, 1, 0.060231, 
