"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000028, 1, 0.000028, 
0.327185, 8.270578, 0.342268, 1, 0.015083, 
