"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000053, 1, 0.000053, haralick_distance='1'
100000.008751, 2147483647.000000, 100000.010844, 1, 0.002093, haralick_distance='1'
