"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000126, 1, 0.000126, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
25.442263, 0.529137, 25.669806, 1, 0.227542, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
25.856566, 0.528490, 26.217702, 2, 0.361136, pca_whiten=''true'', svm_C='65.31224049555269', svm_gamma='4.667651857354299'
26.575787, 0.525738, 27.119600, 3, 0.543813, pca_whiten=''true'', svm_C='1.2716634603503483', svm_gamma='5.837543753082359'
27.437259, 0.525071, 28.223677, 4, 0.786419, pca_whiten=''true'', svm_C='69.69712111971603', svm_gamma='7.565840455614787'
27.886521, 0.525012, 28.793484, 5, 0.906963, pca_whiten=''false'', svm_C='43.44972047643372', svm_gamma='7.1582797874925035'
30.579174, 0.524814, 32.289181, 6, 1.710007, pca_whiten=''false'', svm_C='83.28724568195449', svm_gamma='6.430582368152305'
34.179747, 0.524516, 36.789243, 7, 2.609496, pca_whiten=''true'', svm_C='19.864427373782807', svm_gamma='6.693549337648275'
39.717713, 0.501404, 44.005262, 8, 4.287549, pca_whiten=''false'', svm_C='62.50814177672008', svm_gamma='0.028977341676197955'
45.509550, 0.492994, 51.836078, 9, 6.326528, pca_whiten=''true'', svm_C='61.571598798495415', svm_gamma='0.14287749729657662'
46.316378, 0.492990, 52.976270, 10, 6.659892, pca_whiten=''true'', svm_C='0.828504933943536', svm_gamma='0.08857457492567664'
48.384851, 0.473877, 55.682332, 11, 7.297482, pca_whiten=''false'', svm_C='61.571598798495415', svm_gamma='0.14287749729657662'
58.202822, 0.471425, 68.503328, 12, 10.300506, pca_whiten=''false'', svm_C='97.75856888746335', svm_gamma='0.11904156254315808'
61.360023, 0.468971, 72.594103, 13, 11.234080, pca_whiten=''false'', svm_C='99.72679470850605', svm_gamma='0.11099461558112553'
