"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000053, 1, 0.000053, pca_whiten=''true''
2.308923, 20.575289, 2.386971, 1, 0.078048, pca_whiten=''true''
