"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000150, 1, 0.000150, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
7.320656, 0.894846, 7.560076, 1, 0.239420, pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
44.737146, 0.885719, 46.420059, 2, 1.682913, pca_whiten=''true'', svm_C='28.47602111141865', svm_gamma='0.8905090834586253'
58.698772, 0.845295, 60.764591, 3, 2.065819, pca_whiten=''false'', svm_C='35.6177788970462', svm_gamma='0.6139953250167454'
78.553563, 0.744768, 81.426666, 4, 2.873103, pca_whiten=''true'', svm_C='94.33098207960246', svm_gamma='0.11168777361183017'
114.569765, 0.689755, 118.193327, 5, 3.623563, pca_whiten=''false'', svm_C='62.50814177672008', svm_gamma='0.028977341676197955'
155.218725, 0.682729, 160.206015, 6, 4.987291, pca_whiten=''false'', svm_C='14.167313261295256', svm_gamma='0.03607685347522955'
226.500050, 0.681059, 234.260432, 7, 7.760382, pca_whiten=''false'', svm_C='8.716815042026141', svm_gamma='0.03607685347522955'
240.573037, 0.679564, 248.668308, 8, 8.095271, pca_whiten=''true'', svm_C='8.716815042026141', svm_gamma='0.03607685347522955'
268.548753, 0.679345, 277.497897, 9, 8.949144, pca_whiten=''true'', svm_C='14.167313261295256', svm_gamma='0.03607685347522955'
335.494309, 0.671679, 347.438092, 10, 11.943783, pca_whiten=''false'', svm_C='15.640969692140377', svm_gamma='0.04165880594819834'
423.489288, 0.670715, 438.103880, 11, 14.614592, pca_whiten=''true'', svm_C='9.284869964148562', svm_gamma='0.03607685347522955'
