"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000062, 1, 0.000062, rf_max_features='0.5', rf_n_estimators='81'
2.547921, 0.118630, 2.561797, 1, 0.013876, rf_max_features='0.5', rf_n_estimators='81'
23.882848, 0.117719, 23.991823, 2, 0.108975, rf_max_features='0.5', rf_n_estimators='227'
