"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000157, 1, 0.000157, haralick_distance='1', pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
167.325723, 0.921698, 167.389360, 1, 0.063636, haralick_distance='1', pca_whiten=''true'', svm_C='1.0', svm_gamma='1.0'
481.468571, 0.798290, 481.784790, 2, 0.316219, haralick_distance='2', pca_whiten=''true'', svm_C='39.719968193911264', svm_gamma='0.8615789437416754'
1397.741451, 0.797201, 1398.972116, 3, 1.230665, haralick_distance='2', pca_whiten=''true'', svm_C='38.38799284690124', svm_gamma='0.7476696977530946'
1782.197412, 0.769552, 1783.708400, 4, 1.510988, haralick_distance='3', pca_whiten=''true'', svm_C='37.694357510091514', svm_gamma='0.80733444931765'
2553.299228, 0.767683, 2555.410599, 5, 2.111370, haralick_distance='3', pca_whiten=''false'', svm_C='3.7726848011427814', svm_gamma='0.17117720769522413'
2741.697379, 0.759507, 2743.959838, 6, 2.262459, haralick_distance='3', pca_whiten=''true'', svm_C='50.49096285508495', svm_gamma='0.5800071343193531'
3119.318729, 0.751090, 3122.058047, 7, 2.739317, haralick_distance='3', pca_whiten=''false'', svm_C='77.14629769443356', svm_gamma='0.23884082917949123'
4205.372513, 0.749436, 4209.120615, 8, 3.748102, haralick_distance='3', pca_whiten=''false'', svm_C='83.26853351417672', svm_gamma='0.27426917051728245'
7209.366206, 0.747951, 7216.053362, 9, 6.687156, haralick_distance='3', pca_whiten=''true'', svm_C='87.77621567203983', svm_gamma='0.23884082917949123'
11119.608703, 0.745509, 11130.183413, 10, 10.574710, haralick_distance='3', pca_whiten=''false'', svm_C='44.292392785529586', svm_gamma='0.27051024724619493'
