"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000110, 1, 0.000110, isomap_n_components='2', isomap_n_neighbors='5', rf_max_features='0.5', rf_n_estimators='10'
0.368405, 6.473452, 0.383232, 1, 0.014827, isomap_n_components='2', isomap_n_neighbors='5', rf_max_features='0.5', rf_n_estimators='10'
1.476315, 3.253956, 1.530834, 2, 0.054518, isomap_n_components='2', isomap_n_neighbors='7', rf_max_features='0.7705914184339647', rf_n_estimators='220'
2.190894, 1.993279, 2.260315, 3, 0.069421, isomap_n_components='4', isomap_n_neighbors='5', rf_max_features='0.42825496760388254', rf_n_estimators='109'
9.221254, 1.880519, 9.619685, 4, 0.398431, isomap_n_components='4', isomap_n_neighbors='6', rf_max_features='0.3830430643064061', rf_n_estimators='112'
15.970502, 1.785294, 16.711205, 5, 0.740703, isomap_n_components='4', isomap_n_neighbors='6', rf_max_features='0.3908563055255074', rf_n_estimators='252'
17.883106, 1.678375, 18.705567, 6, 0.822461, isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.6343316352444657', rf_n_estimators='296'
27.923618, 1.675360, 29.342047, 7, 1.418429, isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.46859709749464196', rf_n_estimators='281'
38.579756, 1.671596, 40.635023, 8, 2.055267, isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.40338502255212305', rf_n_estimators='204'
65.656299, 1.667583, 69.118705, 9, 3.462406, isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.42974092301316796', rf_n_estimators='193'
69.801224, 1.609963, 73.441595, 10, 3.640371, isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.6714633672587463', rf_n_estimators='253'
84.973191, 1.420573, 89.510756, 11, 4.537565, isomap_n_components='4', isomap_n_neighbors='7', rf_max_features='0.3116651777220572', rf_n_estimators='200'
