"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000054, 1, 0.000054, haralick_distance='1'
100000.101521, 2147483647.000000, 100000.106457, 1, 0.004936, haralick_distance='1'
