"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000150, 1, 0.000150, haralick_distance='1', isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
78.459955, 0.554742, 78.541511, 1, 0.081555, haralick_distance='1', isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
153.811399, 0.552345, 154.032336, 2, 0.220936, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='7', svm_C='72.54534814538891', svm_gamma='4.489288587472055'
232.748916, 0.482961, 232.990899, 3, 0.241983, haralick_distance='2', isomap_n_components='2', isomap_n_neighbors='6', svm_C='78.990011851405', svm_gamma='6.602930247746782'
857.254771, 0.470386, 858.217919, 4, 0.963148, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='6', svm_C='18.253089843996378', svm_gamma='6.675583330720798'
1089.125583, 0.462022, 1090.392350, 5, 1.266768, haralick_distance='3', isomap_n_components='2', isomap_n_neighbors='7', svm_C='30.036388361509584', svm_gamma='2.866003042075578'
1666.642813, 0.438753, 1668.978126, 6, 2.335312, haralick_distance='3', isomap_n_components='2', isomap_n_neighbors='6', svm_C='33.65636513813308', svm_gamma='0.7269423410803447'
1976.641664, 0.433803, 1979.507650, 7, 2.865986, haralick_distance='3', isomap_n_components='2', isomap_n_neighbors='7', svm_C='4.5325300553383', svm_gamma='1.9999753692570847'
2362.639920, 0.419678, 2366.175019, 8, 3.535098, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='7', svm_C='5.902602549897864', svm_gamma='0.4329450728054245'
2671.892323, 0.418020, 2675.977340, 9, 4.085017, haralick_distance='3', isomap_n_components='3', isomap_n_neighbors='7', svm_C='88.91955134615759', svm_gamma='0.010581690396649066'
3669.213015, 0.406979, 3675.152179, 10, 5.939164, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='7', svm_C='72.31953908818514', svm_gamma='0.010581690396649066'
3784.741474, 0.406830, 3790.839354, 11, 6.097880, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='7', svm_C='88.91955134615759', svm_gamma='0.010581690396649066'
5752.461066, 0.405185, 5762.058208, 12, 9.597143, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='7', svm_C='97.71902549531472', svm_gamma='0.010581690396649066'
