"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000153, 1, 0.000153, haralick_distance='1', isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
197.297914, 0.554709, 197.422647, 1, 0.124732, haralick_distance='1', isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
613.015566, 0.480634, 613.563173, 2, 0.547607, haralick_distance='2', isomap_n_components='2', isomap_n_neighbors='6', svm_C='78.990011851405', svm_gamma='6.602930247746782'
1899.096861, 0.475880, 1901.736517, 3, 2.639656, haralick_distance='3', isomap_n_components='3', isomap_n_neighbors='5', svm_C='64.38354708649499', svm_gamma='3.9382343775385147'
2260.290040, 0.469848, 2263.473334, 4, 3.183294, haralick_distance='3', isomap_n_components='2', isomap_n_neighbors='6', svm_C='60.492252080449724', svm_gamma='7.034733441455678'
3086.637691, 0.460292, 3091.350561, 5, 4.712870, haralick_distance='3', isomap_n_components='2', isomap_n_neighbors='7', svm_C='30.036388361509584', svm_gamma='2.866003042075578'
3179.002577, 0.458046, 3184.102077, 6, 5.099500, haralick_distance='3', isomap_n_components='2', isomap_n_neighbors='7', svm_C='1.6480477700026117', svm_gamma='7.545264983061949'
4473.911504, 0.434740, 4481.475210, 7, 7.563707, haralick_distance='3', isomap_n_components='2', isomap_n_neighbors='7', svm_C='28.84823203253288', svm_gamma='0.8295057532752708'
5400.824546, 0.431811, 5410.316609, 8, 9.492063, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='7', svm_C='67.87023980791737', svm_gamma='0.1356924758074356'
6598.078051, 0.428219, 6610.120895, 9, 12.042844, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='6', svm_C='70.2245783170199', svm_gamma='0.11283875541578552'
6873.281127, 0.426933, 6886.157869, 10, 12.876742, haralick_distance='2', isomap_n_components='4', isomap_n_neighbors='6', svm_C='59.745238516039755', svm_gamma='0.09647304802471061'
11053.601735, 0.409538, 11076.172544, 11, 22.570809, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='7', svm_C='14.446456480558549', svm_gamma='0.030219347540076456'
14893.412681, 0.409121, 14924.560581, 12, 31.147900, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='6', svm_C='13.130875498701823', svm_gamma='0.016572133474859217'
21099.308678, 0.404345, 21144.346091, 13, 45.037413, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='7', svm_C='3.079057654179816', svm_gamma='0.030219347540076456'
23941.592136, 0.403710, 23993.822900, 14, 52.230765, haralick_distance='3', isomap_n_components='4', isomap_n_neighbors='7', svm_C='13.130875498701823', svm_gamma='0.016572133474859217'
