"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000107, 1, 0.000107, pca_whiten=''true''
2.501033, 10.142913, 2.581244, 1, 0.080212, pca_whiten=''true''
