"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000068, 1, 0.000068, svm_C='0.1', svm_gamma='4.005'
1.225768, 1.062252, 1.235466, 1, 0.009699, svm_C='0.1', svm_gamma='4.005'
2.406831, 1.025257, 2.438383, 2, 0.031551, svm_C='100.0', svm_gamma='2.0075'
3.609371, 1.023617, 3.651044, 3, 0.041673, svm_C='75.025', svm_gamma='4.005'
6.022430, 1.018558, 6.105187, 4, 0.082757, svm_C='75.025', svm_gamma='6.0024999999999995'
8.257356, 1.004356, 8.381229, 5, 0.123873, svm_C='50.050000000000004', svm_gamma='0.01'
18.506151, 1.004066, 18.828404, 6, 0.322253, svm_C='25.075000000000003', svm_gamma='0.01'
