"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000072, 1, 0.000072, svm_C='0.1', svm_gamma='4.005'
1.309622, 1.059262, 1.326834, 1, 0.017212, svm_C='0.1', svm_gamma='4.005'
2.529464, 1.021802, 2.577787, 2, 0.048323, svm_C='100.0', svm_gamma='2.0075'
3.752077, 1.021112, 3.817379, 3, 0.065302, svm_C='75.025', svm_gamma='4.005'
8.569151, 1.000596, 8.741928, 4, 0.172777, svm_C='50.050000000000004', svm_gamma='0.01'
