"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000064, 1, 0.000064, pca_whiten=''true''
0.813325, 13.189455, 0.865989, 1, 0.052664, pca_whiten=''true''
