"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000030, 1, 0.000030, 
0.209063, 17.749093, 0.229297, 1, 0.020234, 
