"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000147, 1, 0.000147, haralick_distance='1', isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
84.318952, 0.204455, 84.379192, 1, 0.060240, haralick_distance='1', isomap_n_components='2', isomap_n_neighbors='5', svm_C='1.0', svm_gamma='1.0'
3511.032786, 0.203440, 3518.995911, 2, 7.963125, haralick_distance='1', isomap_n_components='3', isomap_n_neighbors='7', svm_C='1.2445948629900987', svm_gamma='1.4691875038414781'
5045.116087, 0.187075, 5056.449679, 3, 11.333592, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='7', svm_C='2.064367019269352', svm_gamma='0.08755280509092579'
7311.087099, 0.185168, 7328.505963, 4, 17.418864, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='7', svm_C='1.2445948629900987', svm_gamma='0.09310556430446135'
10900.611134, 0.184118, 10927.410643, 5, 26.799509, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='7', svm_C='0.2811906816593014', svm_gamma='0.3465390483497415'
11890.349599, 0.184055, 11919.566282, 6, 29.216683, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='7', svm_C='0.1986001552141083', svm_gamma='0.9854930581692634'
12321.329823, 0.183075, 12351.628884, 7, 30.299062, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='7', svm_C='0.2811906816593014', svm_gamma='0.4960812662009715'
13441.235913, 0.183022, 13474.453631, 8, 33.217718, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='7', svm_C='0.1986001552141083', svm_gamma='0.4902501208603101'
14311.265128, 0.181289, 14346.792029, 9, 35.526901, haralick_distance='1', isomap_n_components='4', isomap_n_neighbors='7', svm_C='0.1986001552141083', svm_gamma='0.2814782141565046'
